DATAFLOW,HORTICULTURE_AGR_AGR_002,AREA_AGR_AGR_002,YEAR_AGR_AGR_002,OBS_VALUE,OBS_STATUS
STATSNZ:AGR_AGR_002(1.0),9120,1,2022,6,
STATSNZ:AGR_AGR_002(1.0),9120,7,2022,,s
STATSNZ:AGR_AGR_002(1.0),9135,5,2022,79,
STATSNZ:AGR_AGR_002(1.0),9170,1,2022,10,
STATSNZ:AGR_AGR_002(1.0),9170,8,2022,0,
STATSNZ:AGR_AGR_002(1.0),8500,12,2024,0,
STATSNZ:AGR_AGR_002(1.0),8555,8,2024,213,
STATSNZ:AGR_AGR_002(1.0),8555,16,2024,0,
STATSNZ:AGR_AGR_002(1.0),8700,10,2024,441,
STATSNZ:AGR_AGR_002(1.0),9120,17,2024,0,
STATSNZ:AGR_AGR_002(1.0),9135,7,2024,,s
STATSNZ:AGR_AGR_002(1.0),9135,10,2024,3985,
STATSNZ:AGR_AGR_002(1.0),9170,11,2024,32,
STATSNZ:AGR_AGR_002(1.0),8570,15,1994,11,
STATSNZ:AGR_AGR_002(1.0),8500,8,1994,136,
STATSNZ:AGR_AGR_002(1.0),8555,5,1994,325,
STATSNZ:AGR_AGR_002(1.0),9170,5,1994,1593,
STATSNZ:AGR_AGR_002(1.0),8500,5,2002,280,
STATSNZ:AGR_AGR_002(1.0),8500,7,2002,9,
STATSNZ:AGR_AGR_002(1.0),8555,2,2002,581,
STATSNZ:AGR_AGR_002(1.0),8555,4,2002,8488,
STATSNZ:AGR_AGR_002(1.0),8570,1,2002,939,
STATSNZ:AGR_AGR_002(1.0),8570,20,2002,3106,
STATSNZ:AGR_AGR_002(1.0),8600,9,2002,801,
STATSNZ:AGR_AGR_002(1.0),8700,4,2002,96,
STATSNZ:AGR_AGR_002(1.0),9135,11,2002,44,
STATSNZ:AGR_AGR_002(1.0),9170,8,2002,685,
STATSNZ:AGR_AGR_002(1.0),9170,19,2002,26,
STATSNZ:AGR_AGR_002(1.0),8700,10,2003,1297,
STATSNZ:AGR_AGR_002(1.0),9170,4,2003,45,
STATSNZ:AGR_AGR_002(1.0),8500,5,2005,256,
STATSNZ:AGR_AGR_002(1.0),8570,5,2007,58,
STATSNZ:AGR_AGR_002(1.0),8600,2,2007,411,
STATSNZ:AGR_AGR_002(1.0),8700,20,2007,2173,
STATSNZ:AGR_AGR_002(1.0),9135,6,2007,491,
STATSNZ:AGR_AGR_002(1.0),9170,1,2007,25,
STATSNZ:AGR_AGR_002(1.0),8500,1,2009,46,
STATSNZ:AGR_AGR_002(1.0),8500,16,2009,572,
STATSNZ:AGR_AGR_002(1.0),8555,11,2009,635,
STATSNZ:AGR_AGR_002(1.0),8570,19,2009,13,
STATSNZ:AGR_AGR_002(1.0),8600,5,2009,2217,
STATSNZ:AGR_AGR_002(1.0),9135,1,2009,19,
STATSNZ:AGR_AGR_002(1.0),8500,12,2011,86,
STATSNZ:AGR_AGR_002(1.0),8500,16,2011,468,
STATSNZ:AGR_AGR_002(1.0),8555,11,2011,542,
STATSNZ:AGR_AGR_002(1.0),8570,6,2011,28,
STATSNZ:AGR_AGR_002(1.0),8600,3,2011,31,
STATSNZ:AGR_AGR_002(1.0),9135,20,2011,10724,
STATSNZ:AGR_AGR_002(1.0),8500,12,2012,,c
STATSNZ:AGR_AGR_002(1.0),8500,14,2012,,c
STATSNZ:AGR_AGR_002(1.0),8500,19,2012,3224,
STATSNZ:AGR_AGR_002(1.0),8555,7,2012,0,
STATSNZ:AGR_AGR_002(1.0),8555,9,2012,,c
STATSNZ:AGR_AGR_002(1.0),8570,4,2012,2081,
STATSNZ:AGR_AGR_002(1.0),8570,6,2012,28,
STATSNZ:AGR_AGR_002(1.0),8600,1,2012,82,
STATSNZ:AGR_AGR_002(1.0),8600,16,2012,1577,
STATSNZ:AGR_AGR_002(1.0),8600,18,2012,0,
STATSNZ:AGR_AGR_002(1.0),8700,11,2012,129,
STATSNZ:AGR_AGR_002(1.0),8555,1,2014,447.2,
STATSNZ:AGR_AGR_002(1.0),9120,2,2014,1449,
STATSNZ:AGR_AGR_002(1.0),9135,12,2014,0,
STATSNZ:AGR_AGR_002(1.0),9135,14,2014,0,
STATSNZ:AGR_AGR_002(1.0),9170,7,2014,0,
STATSNZ:AGR_AGR_002(1.0),9170,9,2014,,c
STATSNZ:AGR_AGR_002(1.0),8500,3,2017,144,
STATSNZ:AGR_AGR_002(1.0),8500,5,2017,186,
STATSNZ:AGR_AGR_002(1.0),8555,10,2017,11218,
STATSNZ:AGR_AGR_002(1.0),8555,17,2017,,s
STATSNZ:AGR_AGR_002(1.0),8570,12,2017,,s
STATSNZ:AGR_AGR_002(1.0),8570,14,2017,0,
STATSNZ:AGR_AGR_002(1.0),8500,10,2019,6519,
STATSNZ:AGR_AGR_002(1.0),8555,12,2019,,s
STATSNZ:AGR_AGR_002(1.0),8555,19,2019,461,
STATSNZ:AGR_AGR_002(1.0),8570,5,2019,46,
STATSNZ:AGR_AGR_002(1.0),8570,7,2019,26,
STATSNZ:AGR_AGR_002(1.0),8600,2,2019,300,
STATSNZ:AGR_AGR_002(1.0),8600,4,2019,34,
STATSNZ:AGR_AGR_002(1.0),8600,10,2019,6281,
STATSNZ:AGR_AGR_002(1.0),8700,14,2019,0,
STATSNZ:AGR_AGR_002(1.0),8700,16,2019,15,
STATSNZ:AGR_AGR_002(1.0),8700,20,2019,889,
STATSNZ:AGR_AGR_002(1.0),9120,9,2019,,s
STATSNZ:AGR_AGR_002(1.0),9120,11,2019,78,
STATSNZ:AGR_AGR_002(1.0),9120,13,2019,59,
STATSNZ:AGR_AGR_002(1.0),9135,4,2019,0,
STATSNZ:AGR_AGR_002(1.0),9135,6,2019,72,
STATSNZ:AGR_AGR_002(1.0),9135,8,2019,,s
STATSNZ:AGR_AGR_002(1.0),9170,1,2019,9,
STATSNZ:AGR_AGR_002(1.0),9170,16,2019,0,
STATSNZ:AGR_AGR_002(1.0),8555,19,2020,608,
STATSNZ:AGR_AGR_002(1.0),8570,3,2020,101,
STATSNZ:AGR_AGR_002(1.0),8570,5,2020,48,
STATSNZ:AGR_AGR_002(1.0),8600,10,2020,6579,
STATSNZ:AGR_AGR_002(1.0),8600,17,2020,,s
STATSNZ:AGR_AGR_002(1.0),8700,12,2020,0,
STATSNZ:AGR_AGR_002(1.0),8700,14,2020,0,
STATSNZ:AGR_AGR_002(1.0),9120,7,2020,0,
STATSNZ:AGR_AGR_002(1.0),9120,9,2020,6,
STATSNZ:AGR_AGR_002(1.0),9120,11,2020,57,
STATSNZ:AGR_AGR_002(1.0),9135,2,2020,1937,
STATSNZ:AGR_AGR_002(1.0),9135,4,2020,9,
STATSNZ:AGR_AGR_002(1.0),9135,6,2020,85,
STATSNZ:AGR_AGR_002(1.0),9170,1,2020,6,
STATSNZ:AGR_AGR_002(1.0),9170,20,2020,7070,
STATSNZ:AGR_AGR_002(1.0),8500,11,2022,2207,
STATSNZ:AGR_AGR_002(1.0),8500,13,2022,16,
STATSNZ:AGR_AGR_002(1.0),8500,15,2022,129,
STATSNZ:AGR_AGR_002(1.0),8555,8,2022,132,
STATSNZ:AGR_AGR_002(1.0),8570,18,2022,0,
STATSNZ:AGR_AGR_002(1.0),8600,15,2022,1347,
STATSNZ:AGR_AGR_002(1.0),8600,7,2024,7,
STATSNZ:AGR_AGR_002(1.0),8600,9,2024,1080,
STATSNZ:AGR_AGR_002(1.0),8700,2,2024,119,
STATSNZ:AGR_AGR_002(1.0),8700,4,2024,,s
STATSNZ:AGR_AGR_002(1.0),8700,6,2024,,s
STATSNZ:AGR_AGR_002(1.0),9120,1,2024,,s
STATSNZ:AGR_AGR_002(1.0),9120,16,2024,0,
STATSNZ:AGR_AGR_002(1.0),9120,20,2024,5923,
STATSNZ:AGR_AGR_002(1.0),9135,13,2024,0,
STATSNZ:AGR_AGR_002(1.0),9170,8,2024,56,
STATSNZ:AGR_AGR_002(1.0),9170,19,2024,52,
STATSNZ:AGR_AGR_002(1.0),8570,2,1994,68,
STATSNZ:AGR_AGR_002(1.0),8555,9,1994,83,
STATSNZ:AGR_AGR_002(1.0),9170,15,1994,208,
STATSNZ:AGR_AGR_002(1.0),8600,20,1994,7160,
STATSNZ:AGR_AGR_002(1.0),8500,3,2002,335,
STATSNZ:AGR_AGR_002(1.0),8555,10,2002,11206,
STATSNZ:AGR_AGR_002(1.0),8570,19,2002,26,
STATSNZ:AGR_AGR_002(1.0),8600,11,2002,532,
STATSNZ:AGR_AGR_002(1.0),8700,8,2002,52,
STATSNZ:AGR_AGR_002(1.0),9120,5,2002,22,
STATSNZ:AGR_AGR_002(1.0),9135,15,2002,4495,
STATSNZ:AGR_AGR_002(1.0),8500,11,2003,3270,
STATSNZ:AGR_AGR_002(1.0),8555,4,2003,8979,
STATSNZ:AGR_AGR_002(1.0),8555,8,2003,138,
STATSNZ:AGR_AGR_002(1.0),8570,1,2003,1013,
STATSNZ:AGR_AGR_002(1.0),8700,13,2003,391,
STATSNZ:AGR_AGR_002(1.0),9120,19,2003,1154,
STATSNZ:AGR_AGR_002(1.0),9135,3,2003,2164,
STATSNZ:AGR_AGR_002(1.0),9135,7,2003,37,
STATSNZ:AGR_AGR_002(1.0),9170,10,2003,6786,
STATSNZ:AGR_AGR_002(1.0),8500,9,2005,179,
STATSNZ:AGR_AGR_002(1.0),8555,2,2005,441,
STATSNZ:AGR_AGR_002(1.0),8555,6,2005,220,
STATSNZ:AGR_AGR_002(1.0),8570,20,2005,3400,
STATSNZ:AGR_AGR_002(1.0),9120,8,2005,222,
STATSNZ:AGR_AGR_002(1.0),9135,1,2005,11,
STATSNZ:AGR_AGR_002(1.0),9135,15,2005,4562,
STATSNZ:AGR_AGR_002(1.0),8600,15,2007,1683,
STATSNZ:AGR_AGR_002(1.0),9135,2,2007,1316,
STATSNZ:AGR_AGR_002(1.0),9170,20,2007,7774,
STATSNZ:AGR_AGR_002(1.0),8500,5,2009,116,
STATSNZ:AGR_AGR_002(1.0),9170,11,2009,11,
STATSNZ:AGR_AGR_002(1.0),8500,3,2011,162,
STATSNZ:AGR_AGR_002(1.0),8500,20,2011,8995,
STATSNZ:AGR_AGR_002(1.0),8700,15,2011,340,
STATSNZ:AGR_AGR_002(1.0),8500,1,2012,17,
STATSNZ:AGR_AGR_002(1.0),8555,11,2012,497,
STATSNZ:AGR_AGR_002(1.0),8570,8,2012,22,
STATSNZ:AGR_AGR_002(1.0),8600,5,2012,1685,
STATSNZ:AGR_AGR_002(1.0),8700,13,2012,134,
STATSNZ:AGR_AGR_002(1.0),9120,19,2012,1108,
STATSNZ:AGR_AGR_002(1.0),9170,7,2012,,c
STATSNZ:AGR_AGR_002(1.0),9170,17,2012,0,
STATSNZ:AGR_AGR_002(1.0),8500,4,2014,13,
STATSNZ:AGR_AGR_002(1.0),8500,14,2014,0,
STATSNZ:AGR_AGR_002(1.0),8555,11,2014,433,
STATSNZ:AGR_AGR_002(1.0),8555,14,2014,0,
STATSNZ:AGR_AGR_002(1.0),8570,11,2014,8,
STATSNZ:AGR_AGR_002(1.0),8600,8,2014,,c
STATSNZ:AGR_AGR_002(1.0),8600,18,2014,0,
STATSNZ:AGR_AGR_002(1.0),8700,1,2014,150,
STATSNZ:AGR_AGR_002(1.0),8700,5,2014,0,
STATSNZ:AGR_AGR_002(1.0),9120,15,2014,715,
STATSNZ:AGR_AGR_002(1.0),9135,20,2014,9163,
STATSNZ:AGR_AGR_002(1.0),8500,7,2017,3,
STATSNZ:AGR_AGR_002(1.0),8500,18,2017,0,
STATSNZ:AGR_AGR_002(1.0),8555,4,2017,9227,
STATSNZ:AGR_AGR_002(1.0),8555,15,2017,,s
STATSNZ:AGR_AGR_002(1.0),8570,1,2017,1647,
STATSNZ:AGR_AGR_002(1.0),8600,9,2017,832,
STATSNZ:AGR_AGR_002(1.0),8700,6,2017,120,
STATSNZ:AGR_AGR_002(1.0),9120,6,2017,963,
STATSNZ:AGR_AGR_002(1.0),9120,16,2017,0,
STATSNZ:AGR_AGR_002(1.0),9135,3,2017,1280,
STATSNZ:AGR_AGR_002(1.0),9135,13,2017,1,
STATSNZ:AGR_AGR_002(1.0),9170,10,2017,5707,
STATSNZ:AGR_AGR_002(1.0),9170,19,2017,88,
STATSNZ:AGR_AGR_002(1.0),8500,13,2019,20,
STATSNZ:AGR_AGR_002(1.0),8570,18,2019,0,
STATSNZ:AGR_AGR_002(1.0),8600,15,2019,1449,
STATSNZ:AGR_AGR_002(1.0),8700,1,2019,133,
STATSNZ:AGR_AGR_002(1.0),8700,12,2019,,s
STATSNZ:AGR_AGR_002(1.0),9170,3,2019,6,
STATSNZ:AGR_AGR_002(1.0),8500,11,2020,2204,
STATSNZ:AGR_AGR_002(1.0),8555,8,2020,,s
STATSNZ:AGR_AGR_002(1.0),8570,16,2020,8,
STATSNZ:AGR_AGR_002(1.0),8600,2,2020,225,
STATSNZ:AGR_AGR_002(1.0),8600,13,2020,25463,
STATSNZ:AGR_AGR_002(1.0),8700,19,2020,176,
STATSNZ:AGR_AGR_002(1.0),8700,20,2020,858,
STATSNZ:AGR_AGR_002(1.0),9135,17,2020,133,
STATSNZ:AGR_AGR_002(1.0),9170,14,2020,0,
STATSNZ:AGR_AGR_002(1.0),9170,18,2020,0,
STATSNZ:AGR_AGR_002(1.0),8500,10,2022,6997,
STATSNZ:AGR_AGR_002(1.0),8570,5,2022,75,
STATSNZ:AGR_AGR_002(1.0),8600,2,2022,722,
STATSNZ:AGR_AGR_002(1.0),8700,2,2022,145,
STATSNZ:AGR_AGR_002(1.0),8700,12,2022,9,
STATSNZ:AGR_AGR_002(1.0),8700,16,2022,8,
STATSNZ:AGR_AGR_002(1.0),9120,9,2022,5,
STATSNZ:AGR_AGR_002(1.0),9120,20,2022,4884,
STATSNZ:AGR_AGR_002(1.0),9135,6,2022,108,
STATSNZ:AGR_AGR_002(1.0),9170,6,2022,3322,
STATSNZ:AGR_AGR_002(1.0),8500,3,2024,72,
STATSNZ:AGR_AGR_002(1.0),8500,13,2024,41,
STATSNZ:AGR_AGR_002(1.0),8555,10,2024,14011,
STATSNZ:AGR_AGR_002(1.0),8700,15,2024,69,
STATSNZ:AGR_AGR_002(1.0),9120,12,2024,0,
STATSNZ:AGR_AGR_002(1.0),9135,9,2024,7,
STATSNZ:AGR_AGR_002(1.0),9170,6,2024,3159,
STATSNZ:AGR_AGR_002(1.0),9170,16,1994,2,
STATSNZ:AGR_AGR_002(1.0),9120,9,1994,14,
STATSNZ:AGR_AGR_002(1.0),9135,5,1994,35,
STATSNZ:AGR_AGR_002(1.0),8570,5,1994,47,
STATSNZ:AGR_AGR_002(1.0),9135,4,1994,71,
STATSNZ:AGR_AGR_002(1.0),9120,8,1994,95,
STATSNZ:AGR_AGR_002(1.0),8600,2,1994,278,
STATSNZ:AGR_AGR_002(1.0),9135,6,1994,324,
STATSNZ:AGR_AGR_002(1.0),9170,1,1994,952,
STATSNZ:AGR_AGR_002(1.0),9120,19,1994,1055,
STATSNZ:AGR_AGR_002(1.0),8600,10,1994,3638,
STATSNZ:AGR_AGR_002(1.0),9135,20,2002,11082,
STATSNZ:AGR_AGR_002(1.0),8555,7,2003,39,
STATSNZ:AGR_AGR_002(1.0),8570,2,2003,138,
STATSNZ:AGR_AGR_002(1.0),8570,3,2003,111,
STATSNZ:AGR_AGR_002(1.0),8570,4,2003,1802,
STATSNZ:AGR_AGR_002(1.0),8600,1,2003,53,
STATSNZ:AGR_AGR_002(1.0),8600,13,2003,9072,
STATSNZ:AGR_AGR_002(1.0),8600,20,2003,19646,
STATSNZ:AGR_AGR_002(1.0),8700,11,2003,150,
STATSNZ:AGR_AGR_002(1.0),8700,19,2003,1435,
STATSNZ:AGR_AGR_002(1.0),8555,5,2005,272,
STATSNZ:AGR_AGR_002(1.0),8570,10,2005,3372,
STATSNZ:AGR_AGR_002(1.0),8600,11,2005,725,
STATSNZ:AGR_AGR_002(1.0),8600,13,2005,13442,
STATSNZ:AGR_AGR_002(1.0),8600,20,2005,24793,
STATSNZ:AGR_AGR_002(1.0),8700,9,2005,284,
STATSNZ:AGR_AGR_002(1.0),8700,19,2005,1015,
STATSNZ:AGR_AGR_002(1.0),9135,2,2005,897,
STATSNZ:AGR_AGR_002(1.0),9135,16,2005,72,
STATSNZ:AGR_AGR_002(1.0),8500,8,2007,35,
STATSNZ:AGR_AGR_002(1.0),8500,9,2007,127,
STATSNZ:AGR_AGR_002(1.0),8500,19,2007,3244,
STATSNZ:AGR_AGR_002(1.0),8555,5,2007,284,
STATSNZ:AGR_AGR_002(1.0),8555,6,2007,220,
STATSNZ:AGR_AGR_002(1.0),8570,1,2007,1325,
STATSNZ:AGR_AGR_002(1.0),8570,2,2007,130,
STATSNZ:AGR_AGR_002(1.0),8600,13,2007,17169,
STATSNZ:AGR_AGR_002(1.0),8700,9,2007,254,
STATSNZ:AGR_AGR_002(1.0),8700,11,2007,148,
STATSNZ:AGR_AGR_002(1.0),9135,17,2007,63,
STATSNZ:AGR_AGR_002(1.0),8555,1,2009,600,
STATSNZ:AGR_AGR_002(1.0),8600,9,2009,924,
STATSNZ:AGR_AGR_002(1.0),8700,4,2009,114,
STATSNZ:AGR_AGR_002(1.0),8700,5,2009,18,
STATSNZ:AGR_AGR_002(1.0),8700,6,2009,282,
STATSNZ:AGR_AGR_002(1.0),9120,2,2009,1818,
STATSNZ:AGR_AGR_002(1.0),9120,10,2009,3809,
STATSNZ:AGR_AGR_002(1.0),8555,20,2011,13066,
STATSNZ:AGR_AGR_002(1.0),8700,2,2011,244,
STATSNZ:AGR_AGR_002(1.0),8700,3,2011,59,
STATSNZ:AGR_AGR_002(1.0),9120,10,2011,4293,
STATSNZ:AGR_AGR_002(1.0),9120,20,2011,5142,
STATSNZ:AGR_AGR_002(1.0),9135,9,2011,17,
STATSNZ:AGR_AGR_002(1.0),9135,11,2011,7,
STATSNZ:AGR_AGR_002(1.0),9170,6,2011,3152,
